,main_category,unit_type,sub_category,max_range,min_range
Tractor Front End Loader_unit_Warranty,Tractor Front End Loader,unit,Warranty,170000.0,170000.0
Tractor Mounted Air Compressor_pair_Compressor Brand,Tractor Mounted Air Compressor,pair,Compressor Brand,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Compressor Technology,Tractor Mounted Air Compressor,pair,Compressor Technology,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Discharge Pressure,Tractor Mounted Air Compressor,pair,Discharge Pressure,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Horse Power,Tractor Mounted Air Compressor,pair,Horse Power,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Maximum Flow Rate,Tractor Mounted Air Compressor,pair,Maximum Flow Rate,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Maximum Flow Rate (CFM),Tractor Mounted Air Compressor,pair,Maximum Flow Rate (CFM),2000.0,2000.0
Tractor Mounted Air Compressor_pair_Model Number/Name,Tractor Mounted Air Compressor,pair,Model Number/Name,2000.0,2000.0
Tractor Mounted Air Compressor_pair_Power Source,Tractor Mounted Air Compressor,pair,Power Source,2000.0,2000.0
Tractor Mounted Air Compressor_piece_Approx Weight Motor,Tractor Mounted Air Compressor,piece,Approx Weight Motor,150000.0,150000.0
Tractor Mounted Air Compressor_piece_Compressor Brand,Tractor Mounted Air Compressor,piece,Compressor Brand,8500.0,600.0
Tractor Mounted Air Compressor_piece_Compressor Mounting Configuration,Tractor Mounted Air Compressor,piece,Compressor Mounting Configuration,150000.0,150000.0
Tractor Mounted Air Compressor_piece_Compressor Technology,Tractor Mounted Air Compressor,piece,Compressor Technology,8500.0,600.0
Tractor Mounted Air Compressor_piece_Cylinder Type,Tractor Mounted Air Compressor,piece,Cylinder Type,150000.0,150000.0
Tractor Mounted Air Compressor_piece_Discharge Pressure,Tractor Mounted Air Compressor,piece,Discharge Pressure,2200.0,600.0
Tractor Mounted Air Compressor_piece_Horse Power,Tractor Mounted Air Compressor,piece,Horse Power,8500.0,600.0
Tractor Mounted Air Compressor_piece_Material,Tractor Mounted Air Compressor,piece,Material,48000.0,48000.0
Tractor Mounted Air Compressor_piece_Maximum Flow Rate,Tractor Mounted Air Compressor,piece,Maximum Flow Rate,2200.0,600.0
Tractor Mounted Air Compressor_piece_Maximum Flow Rate (CFM),Tractor Mounted Air Compressor,piece,Maximum Flow Rate (CFM),2200.0,600.0
Tractor Mounted Air Compressor_piece_Model,Tractor Mounted Air Compressor,piece,Model,145000.0,145000.0
Tractor Mounted Air Compressor_piece_Model Number/Name,Tractor Mounted Air Compressor,piece,Model Number/Name,2200.0,600.0
Tractor Mounted Air Compressor_piece_Motor,Tractor Mounted Air Compressor,piece,Motor,150000.0,150000.0
Tractor Mounted Air Compressor_piece_Power Mode,Tractor Mounted Air Compressor,piece,Power Mode,878000.0,150000.0
Tractor Mounted Air Compressor_piece_Power Source,Tractor Mounted Air Compressor,piece,Power Source,8500.0,600.0
Tractor Mounted Air Compressor_piece_Size of Receiver,Tractor Mounted Air Compressor,piece,Size of Receiver,150000.0,150000.0
Tractor Mounted Air Compressor_piece_Voltage,Tractor Mounted Air Compressor,piece,Voltage,150000.0,150000.0
Tractor Mounted Air Compressor_set_Compressor Mounting Configuration,Tractor Mounted Air Compressor,set,Compressor Mounting Configuration,160000.0,160000.0
Tractor Mounted Air Compressor_set_Compressor Technology,Tractor Mounted Air Compressor,set,Compressor Technology,75000.0,100.0
Tractor Mounted Air Compressor_set_Compressor Type,Tractor Mounted Air Compressor,set,Compressor Type,160000.0,3000.0
Tractor Mounted Air Compressor_set_Condition,Tractor Mounted Air Compressor,set,Condition,160000.0,160000.0
Tractor Mounted Air Compressor_set_Cooling Method,Tractor Mounted Air Compressor,set,Cooling Method,160000.0,160000.0
Tractor Mounted Air Compressor_set_Horse Power,Tractor Mounted Air Compressor,set,Horse Power,75000.0,100.0
Tractor Mounted Air Compressor_set_Maximum Flow Rate,Tractor Mounted Air Compressor,set,Maximum Flow Rate,75000.0,100.0
Tractor Mounted Air Compressor_set_Model,Tractor Mounted Air Compressor,set,Model,75000.0,100.0
Tractor Mounted Air Compressor_set_Number of Compression Stages,Tractor Mounted Air Compressor,set,Number of Compression Stages,750000.0,750000.0
Tractor Mounted Air Compressor_set_Power Source,Tractor Mounted Air Compressor,set,Power Source,75000.0,100.0
Tractor Mounted Air Compressor_set_Usage/Application,Tractor Mounted Air Compressor,set,Usage/Application,750000.0,160000.0
Tractor Mounted Air Compressor_unit_Air Tank Capacity,Tractor Mounted Air Compressor,unit,Air Tank Capacity,100000.0,100000.0
Tractor Mounted Air Compressor_unit_Compressor Brand,Tractor Mounted Air Compressor,unit,Compressor Brand,100000.0,100000.0
Tractor Mounted Air Compressor_unit_Compressor Mounting Configuration,Tractor Mounted Air Compressor,unit,Compressor Mounting Configuration,90000.0,90000.0
Tractor Mounted Air Compressor_unit_Compressor Technology,Tractor Mounted Air Compressor,unit,Compressor Technology,100000.0,25000.0
Tractor Mounted Air Compressor_unit_Cooling Method,Tractor Mounted Air Compressor,unit,Cooling Method,25000.0,25000.0
Tractor Mounted Air Compressor_unit_Discharge Pressure,Tractor Mounted Air Compressor,unit,Discharge Pressure,100000.0,100000.0
Tractor Mounted Air Compressor_unit_Horse Power,Tractor Mounted Air Compressor,unit,Horse Power,100000.0,14000.0
Tractor Mounted Air Compressor_unit_Maximum Flow Rate,Tractor Mounted Air Compressor,unit,Maximum Flow Rate,2500000.0,100000.0
Tractor Mounted Air Compressor_unit_Maximum Flow Rate (CFM),Tractor Mounted Air Compressor,unit,Maximum Flow Rate (CFM),100000.0,100000.0
Tractor Mounted Air Compressor_unit_Model,Tractor Mounted Air Compressor,unit,Model,800000.0,800000.0
Tractor Mounted Air Compressor_unit_Model Number/Name,Tractor Mounted Air Compressor,unit,Model Number/Name,100000.0,100000.0
Tractor Mounted Air Compressor_unit_Power Source,Tractor Mounted Air Compressor,unit,Power Source,800000.0,100000.0
Tractor Mounted Air Compressor_unit_Usage/Application,Tractor Mounted Air Compressor,unit,Usage/Application,800000.0,800000.0
Tractor Mounted Air Compressor_unit_Voltage,Tractor Mounted Air Compressor,unit,Voltage,90000.0,90000.0
Tube Filling Machine_number_Brand,Tube Filling Machine,number,Brand,800000.0,550000.0
Tube Filling Machine_number_Capacity,Tube Filling Machine,number,Capacity,800000.0,800000.0
Tube Filling Machine_number_Filling Range,Tube Filling Machine,number,Filling Range,800000.0,800000.0
Tube Filling Machine_number_Filling Speed,Tube Filling Machine,number,Filling Speed,800000.0,550000.0
Tube Filling Machine_number_Material,Tube Filling Machine,number,Material,800000.0,800000.0
Tube Filling Machine_number_Number Of Heads,Tube Filling Machine,number,Number Of Heads,800000.0,800000.0
Tube Filling Machine_number_Packaging Type,Tube Filling Machine,number,Packaging Type,800000.0,300000.0
Tube Filling Machine_number_Packing Type,Tube Filling Machine,number,Packing Type,800000.0,800000.0
Tube Filling Machine_number_Power Consumption,Tube Filling Machine,number,Power Consumption,800000.0,550000.0
Tube Filling Machine_piece_Application,Tube Filling Machine,piece,Application,30000.0,30000.0
Tube Filling Machine_piece_Brand,Tube Filling Machine,piece,Brand,45000.0,4500.0
Tube Filling Machine_piece_Capacity,Tube Filling Machine,piece,Capacity,45000.0,45000.0
Tube Filling Machine_piece_Filling Range,Tube Filling Machine,piece,Filling Range,600000.0,104200.0
Tube Filling Machine_piece_Filling Speed,Tube Filling Machine,piece,Filling Speed,104200.0,40000.0
Tube Filling Machine_piece_Model Number/Name,Tube Filling Machine,piece,Model Number/Name,40000.0,40000.0
Tube Filling Machine_piece_Packaging Type,Tube Filling Machine,piece,Packaging Type,104200.0,35000.0
Tube Filling Machine_piece_Power Consumption,Tube Filling Machine,piece,Power Consumption,300000.0,40000.0
Tube Filling Machine_set_Capacity,Tube Filling Machine,set,Capacity,710000.0,710000.0
Tube Filling Machine_set_Packaging Type,Tube Filling Machine,set,Packaging Type,710000.0,710000.0
Tube Filling Machine_set_Packing Type,Tube Filling Machine,set,Packing Type,710000.0,710000.0
Tube Filling Machine_set_Power Consumption,Tube Filling Machine,set,Power Consumption,710000.0,710000.0
Tube Filling Machine_unit_Brand,Tube Filling Machine,unit,Brand,575000.0,300000.0
Tube Filling Machine_unit_Capacity,Tube Filling Machine,unit,Capacity,650000.0,300000.0
Tube Filling Machine_unit_Filling Range,Tube Filling Machine,unit,Filling Range,490000.0,300000.0
Tube Filling Machine_unit_Filling Speed,Tube Filling Machine,unit,Filling Speed,575000.0,300000.0
Tube Filling Machine_unit_Filling System,Tube Filling Machine,unit,Filling System,490000.0,490000.0
Tube Filling Machine_unit_Model Number/Name,Tube Filling Machine,unit,Model Number/Name,490000.0,490000.0
Tube Filling Machine_unit_Number Of Heads,Tube Filling Machine,unit,Number Of Heads,490000.0,300000.0
Tube Filling Machine_unit_Packaging Material,Tube Filling Machine,unit,Packaging Material,490000.0,490000.0
Tube Filling Machine_unit_Packaging Type,Tube Filling Machine,unit,Packaging Type,575000.0,300000.0
Tube Filling Machine_unit_Packing Type,Tube Filling Machine,unit,Packing Type,300000.0,300000.0
Tube Filling Machine_unit_Power Consumption,Tube Filling Machine,unit,Power Consumption,575000.0,275000.0
Tube Filling Machine_unit_Size,Tube Filling Machine,unit,Size,490000.0,490000.0
Tube Filling Machine_unit_Usage/Application,Tube Filling Machine,unit,Usage/Application,490000.0,490000.0
Twisted Yarn_kilogram_Brand,Twisted Yarn,kilogram,Brand,94.0,40.0
Twisted Yarn_kilogram_Color,Twisted Yarn,kilogram,Color,260.0,25.0
Twisted Yarn_kilogram_Count,Twisted Yarn,kilogram,Count,245.0,205.0
Twisted Yarn_kilogram_Lustre,Twisted Yarn,kilogram,Lustre,280.0,200.0
Twisted Yarn_kilogram_Material,Twisted Yarn,kilogram,Material,250.0,25.0
Twisted Yarn_kilogram_No. of ply,Twisted Yarn,kilogram,No. of ply,300.0,25.0
Twisted Yarn_kilogram_Pattern,Twisted Yarn,kilogram,Pattern,240.0,25.0
Twisted Yarn_kilogram_Style,Twisted Yarn,kilogram,Style,135.0,94.0
Twisted Yarn_kilogram_Technique,Twisted Yarn,kilogram,Technique,245.0,25.0
Twisted Yarn_kilogram_Usage,Twisted Yarn,kilogram,Usage,300.0,195.0
Twisted Yarn_kilogram_Usage/Application,Twisted Yarn,kilogram,Usage/Application,245.0,135.0
Twisted Yarn_kilogram_Use,Twisted Yarn,kilogram,Use,2500.0,2500.0
Vertical Form Fill Seal Machines_number_Automation Grade,Vertical Form Fill Seal Machines,number,Automation Grade,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Brand,Vertical Form Fill Seal Machines,number,Brand,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Capacity,Vertical Form Fill Seal Machines,number,Capacity,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Model Number,Vertical Form Fill Seal Machines,number,Model Number,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Packing Material,Vertical Form Fill Seal Machines,number,Packing Material,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Packing Range,Vertical Form Fill Seal Machines,number,Packing Range,1200000.0,1200000.0
Vertical Form Fill Seal Machines_number_Sealing Type,Vertical Form Fill Seal Machines,number,Sealing Type,1200000.0,1200000.0
Vertical Form Fill Seal Machines_piece_Automation Grade,Vertical Form Fill Seal Machines,piece,Automation Grade,340000.0,165000.0
Vertical Form Fill Seal Machines_piece_Brand,Vertical Form Fill Seal Machines,piece,Brand,165000.0,90000.0
Vertical Form Fill Seal Machines_piece_Capacity,Vertical Form Fill Seal Machines,piece,Capacity,125000.0,90000.0
Vertical Form Fill Seal Machines_piece_Filing Type,Vertical Form Fill Seal Machines,piece,Filing Type,98000.0,90000.0
Vertical Form Fill Seal Machines_piece_Machine Type,Vertical Form Fill Seal Machines,piece,Machine Type,98000.0,90000.0
Vertical Form Fill Seal Machines_piece_Material,Vertical Form Fill Seal Machines,piece,Material,125000.0,90000.0
Vertical Form Fill Seal Machines_piece_Model No.,Vertical Form Fill Seal Machines,piece,Model No.,95000.0,95000.0
Vertical Form Fill Seal Machines_piece_Pouch Capacity,Vertical Form Fill Seal Machines,piece,Pouch Capacity,90000.0,90000.0
Vertical Form Fill Seal Machines_piece_Sealing Type,Vertical Form Fill Seal Machines,piece,Sealing Type,98000.0,90000.0
Vertical Form Fill Seal Machines_piece_Usage/Application,Vertical Form Fill Seal Machines,piece,Usage/Application,125000.0,90000.0
Vertical Form Fill Seal Machines_set_Automation Grade,Vertical Form Fill Seal Machines,set,Automation Grade,150000.0,150000.0
Vertical Form Fill Seal Machines_set_Brand,Vertical Form Fill Seal Machines,set,Brand,2610000.0,150000.0
Vertical Form Fill Seal Machines_set_Model No.,Vertical Form Fill Seal Machines,set,Model No.,2610000.0,2610000.0
Vertical Form Fill Seal Machines_set_Packaging Material,Vertical Form Fill Seal Machines,set,Packaging Material,2610000.0,2610000.0
Vertical Form Fill Seal Machines_set_Packaging Type,Vertical Form Fill Seal Machines,set,Packaging Type,2610000.0,2610000.0
Vertical Form Fill Seal Machines_set_Usage/Application,Vertical Form Fill Seal Machines,set,Usage/Application,2610000.0,2610000.0
Vertical Form Fill Seal Machines_unit_Automation Grade,Vertical Form Fill Seal Machines,unit,Automation Grade,250000.0,250000.0
Vertical Form Fill Seal Machines_unit_Brand,Vertical Form Fill Seal Machines,unit,Brand,400000.0,250000.0
Vertical Form Fill Seal Machines_unit_Capacity,Vertical Form Fill Seal Machines,unit,Capacity,140000.0,110000.0
Vertical Form Fill Seal Machines_unit_Filing Type,Vertical Form Fill Seal Machines,unit,Filing Type,400000.0,400000.0
Vertical Form Fill Seal Machines_unit_Material,Vertical Form Fill Seal Machines,unit,Material,110000.0,3000.0
Vertical Form Fill Seal Machines_unit_Model Number,Vertical Form Fill Seal Machines,unit,Model Number,360000.0,360000.0
Vertical Form Fill Seal Machines_unit_Number Of Filling Heads,Vertical Form Fill Seal Machines,unit,Number Of Filling Heads,325000.0,325000.0
Vertical Form Fill Seal Machines_unit_Packing Material,Vertical Form Fill Seal Machines,unit,Packing Material,400000.0,360000.0
Vertical Form Fill Seal Machines_unit_Packing Range,Vertical Form Fill Seal Machines,unit,Packing Range,360000.0,360000.0
Vertical Form Fill Seal Machines_unit_Sealing Type,Vertical Form Fill Seal Machines,unit,Sealing Type,360000.0,360000.0
Vertical Form Fill Seal Machines_unit_Usage/Application,Vertical Form Fill Seal Machines,unit,Usage/Application,325000.0,325000.0
Vertical Form Fill Seal Machines_unit_Voltage,Vertical Form Fill Seal Machines,unit,Voltage,400000.0,400000.0
Water Demineralization Plant_number_Automation Grade,Water Demineralization Plant,number,Automation Grade,150000.0,150000.0
Water Demineralization Plant_number_Flow rate,Water Demineralization Plant,number,Flow rate,150000.0,150000.0
Water Demineralization Plant_number_Water Source,Water Demineralization Plant,number,Water Source,150000.0,150000.0
Water Demineralization Plant_piece_Automation Grade,Water Demineralization Plant,piece,Automation Grade,290000.0,80000.0
Water Demineralization Plant_piece_Brand,Water Demineralization Plant,piece,Brand,750000.0,125000.0
Water Demineralization Plant_piece_Flow Rate,Water Demineralization Plant,piece,Flow Rate,80000.0,80000.0
Water Demineralization Plant_piece_Flow rate,Water Demineralization Plant,piece,Flow rate,290000.0,150000.0
Water Demineralization Plant_piece_Installation Type,Water Demineralization Plant,piece,Installation Type,500000.0,500000.0
Water Demineralization Plant_piece_Motor (kw),Water Demineralization Plant,piece,Motor (kw),10000.0,10000.0
Water Demineralization Plant_piece_Type Of Purification Plants,Water Demineralization Plant,piece,Type Of Purification Plants,500000.0,500000.0
Water Demineralization Plant_piece_Voltage,Water Demineralization Plant,piece,Voltage,160000.0,80000.0
Water Demineralization Plant_piece_Water Source,Water Demineralization Plant,piece,Water Source,290000.0,80000.0
Water Demineralization Plant_piece_Water Storage Capacity,Water Demineralization Plant,piece,Water Storage Capacity,500000.0,500000.0
Water Demineralization Plant_piece_Water Storage Capacity (litre),Water Demineralization Plant,piece,Water Storage Capacity (litre),10000.0,10000.0
Water Demineralization Plant_set_Automation Grade,Water Demineralization Plant,set,Automation Grade,600000.0,600000.0
Water Demineralization Plant_set_Brand,Water Demineralization Plant,set,Brand,100000.0,100000.0
Water Demineralization Plant_set_Capacity Inlet Flow Rate,Water Demineralization Plant,set,Capacity Inlet Flow Rate,100000.0,100000.0
Water Demineralization Plant_set_Flow rate,Water Demineralization Plant,set,Flow rate,600000.0,600000.0
Water Demineralization Plant_set_Flow rate (KLH),Water Demineralization Plant,set,Flow rate (KLH),150000.0,150000.0
Water Demineralization Plant_set_Type,Water Demineralization Plant,set,Type,600000.0,100000.0
Water Demineralization Plant_set_Usage/Application,Water Demineralization Plant,set,Usage/Application,100000.0,100000.0
Water Demineralization Plant_set_Voltage,Water Demineralization Plant,set,Voltage,100000.0,100000.0
Water Demineralization Plant_unit_Approximate Power Consumption,Water Demineralization Plant,unit,Approximate Power Consumption,98000.0,98000.0
Water Demineralization Plant_unit_Automation Grade,Water Demineralization Plant,unit,Automation Grade,150000.0,5000.0
Water Demineralization Plant_unit_Brand,Water Demineralization Plant,unit,Brand,250000.0,8500.0
Water Demineralization Plant_unit_Capacity,Water Demineralization Plant,unit,Capacity,98000.0,98000.0
Water Demineralization Plant_unit_Capacity Inlet Flow Rate,Water Demineralization Plant,unit,Capacity Inlet Flow Rate,185000.0,85000.0
Water Demineralization Plant_unit_Flow rate,Water Demineralization Plant,unit,Flow rate,250000.0,7000.0
Water Demineralization Plant_unit_Motor,Water Demineralization Plant,unit,Motor,185000.0,48000.0
Water Demineralization Plant_unit_Purification Capacity,Water Demineralization Plant,unit,Purification Capacity,50000.0,50000.0
Water Demineralization Plant_unit_Type Of Purification Plants,Water Demineralization Plant,unit,Type Of Purification Plants,50000.0,48000.0
Water Demineralization Plant_unit_Usage/Application,Water Demineralization Plant,unit,Usage/Application,85000.0,50000.0
Water Demineralization Plant_unit_Voltage,Water Demineralization Plant,unit,Voltage,126000.0,18500.0
Water Demineralization Plant_unit_Water Source,Water Demineralization Plant,unit,Water Source,100000.0,18500.0
